player_id,role_cluster,performance_score,market_value,inefficiency_score,rationale
5229.0,3,0.8377659574468085,10.497970520147884,-2.269894268031748,High per-90 output with below-median market value; profile suggests undervalued contribution for role cluster
5615.0,3,0.8467741935483869,12.572436332310854,-2.7701849595725494,High per-90 output with below-median market value; profile suggests undervalued contribution for role cluster
6358.0,3,0.6048387096774193,15.358448405827108,-3.5443183532655804,High per-90 output with below-median market value; profile suggests undervalued contribution for role cluster
5720.0,3,1.3917525773195878,18.57599414858621,-4.009192063777213,High per-90 output with below-median market value; profile suggests undervalued contribution for role cluster
3500.0,4,11.73879430282258,9.417276754626796,2.3800019272924393,High per-90 output with below-median market value; profile suggests undervalued contribution for role cluster
5237.0,4,8.604201872723683,6.1061705928011305,1.922723096006666,High per-90 output with below-median market value; profile suggests undervalued contribution for role cluster
5727.0,4,7.115980390223685,6.45120928500469,1.2399379540337825,High per-90 output with below-median market value; profile suggests undervalued contribution for role cluster
5546.0,4,5.812990898467741,5.072951442947461,1.0503163039735128,High per-90 output with below-median market value; profile suggests undervalued contribution for role cluster
5245.0,4,8.619304153224734,9.754018095054604,1.0426890503161794,High per-90 output with below-median market value; profile suggests undervalued contribution for role cluster
3612.0,4,6.299366771360294,7.2589013327208765,0.7150726738939542,High per-90 output with below-median market value; profile suggests undervalued contribution for role cluster
5232.0,4,7.845456370381578,9.90787806344742,0.693860711772655,High per-90 output with below-median market value; profile suggests undervalued contribution for role cluster
3533.0,4,8.735923807560482,11.44906513766741,0.6778751967103277,High per-90 output with below-median market value; profile suggests undervalued contribution for role cluster
5544.0,4,8.611019698064515,13.624196352661572,0.09923525301554448,High per-90 output with below-median market value; profile suggests undervalued contribution for role cluster
3302.0,4,5.989008247659575,12.210636682802717,-0.6126831821015813,High per-90 output with below-median market value; profile suggests undervalued contribution for role cluster
5215.0,5,6.7014078715760865,5.038497190641392,1.4162504758983419,High per-90 output with below-median market value; profile suggests undervalued contribution for role cluster
5554.0,5,5.868112547465754,3.9886542326930208,1.3358920392355729,High per-90 output with below-median market value; profile suggests undervalued contribution for role cluster
5239.0,5,6.000674084196429,5.0646304306694425,1.1278752005650672,High per-90 output with below-median market value; profile suggests undervalued contribution for role cluster
3664.0,5,7.257933220673076,7.470913997227318,1.0493699849038816,High per-90 output with below-median market value; profile suggests undervalued contribution for role cluster
5230.0,5,3.4151785714285716,2.7994867815173077,0.6375149411226773,High per-90 output with below-median market value; profile suggests undervalued contribution for role cluster
5678.0,5,6.350806451612904,7.965775301973688,0.5640664016950816,High per-90 output with below-median market value; profile suggests undervalued contribution for role cluster
5548.0,5,5.876956908339041,8.031097581182003,0.3574865861019492,High per-90 output with below-median market value; profile suggests undervalued contribution for role cluster
5242.0,5,5.4409564722,8.344775369552092,0.10581108480397391,High per-90 output with below-median market value; profile suggests undervalued contribution for role cluster
5722.0,5,4.909842864473684,8.092302164654408,-0.046619136402208626,High per-90 output with below-median market value; profile suggests undervalued contribution for role cluster
5726.0,5,4.950159584673913,9.163947336087787,-0.2907100523018725,High per-90 output with below-median market value; profile suggests undervalued contribution for role cluster
3308.0,6,6.708564009464286,3.3880469568301597,1.8200476933949414,High per-90 output with below-median market value; profile suggests undervalued contribution for role cluster
10955.0,6,5.49896296619877,3.6744304080580337,1.2636482073047732,High per-90 output with below-median market value; profile suggests undervalued contribution for role cluster
5689.0,6,6.4108568872438525,6.547956671387537,0.9326427849738903,High per-90 output with below-median market value; profile suggests undervalued contribution for role cluster
3193.0,6,3.894230769230769,5.290723563922847,0.22516533765869146,High per-90 output with below-median market value; profile suggests undervalued contribution for role cluster
5691.0,6,6.900269662822313,11.28199816579972,-0.020345061297785683,High per-90 output with below-median market value; profile suggests undervalued contribution for role cluster
3532.0,6,6.0800345755040315,13.036791310193426,-0.7767317688169524,High per-90 output with below-median market value; profile suggests undervalued contribution for role cluster
3445.0,6,4.022065954338843,11.837819477645416,-1.3137639494479156,High per-90 output with below-median market value; profile suggests undervalued contribution for role cluster
3293.0,6,5.032935464411157,14.978085813556245,-1.6697290991931308,High per-90 output with below-median market value; profile suggests undervalued contribution for role cluster
4272.0,6,5.795052197069806,26.900881265852018,-4.259207876610357,High per-90 output with below-median market value; profile suggests undervalued contribution for role cluster
5685.0,7,5.69620253164557,2.7746957162042283,1.5615899395391746,High per-90 output with below-median market value; profile suggests undervalued contribution for role cluster
6332.0,7,6.75,6.594644126467231,1.0577980557427962,High per-90 output with below-median market value; profile suggests undervalued contribution for role cluster
5221.0,7,6.736318960597828,6.766785212105749,1.010476355781524,High per-90 output with below-median market value; profile suggests undervalued contribution for role cluster
5692.0,7,5.891823566680397,5.905833967972789,0.8797257870616595,High per-90 output with below-median market value; profile suggests undervalued contribution for role cluster
6331.0,7,4.959677419354838,4.465955245439226,0.8543275118916966,High per-90 output with below-median market value; profile suggests undervalued contribution for role cluster
5235.0,7,5.284806812109375,6.978196724091587,0.37492564707720966,High per-90 output with below-median market value; profile suggests undervalued contribution for role cluster
3504.0,7,5.938555778504032,8.071880505283996,0.3723717985855103,High per-90 output with below-median market value; profile suggests undervalued contribution for role cluster
3314.0,7,6.236413043478262,9.218816182192482,0.21364516471732065,High per-90 output with below-median market value; profile suggests undervalued contribution for role cluster
5549.0,7,7.137096774193548,11.147163115262192,0.10772498878058334,High per-90 output with below-median market value; profile suggests undervalued contribution for role cluster
3509.0,7,4.346590909090909,6.543117785227299,0.10300476798507366,High per-90 output with below-median market value; profile suggests undervalued contribution for role cluster
5244.0,7,4.559641715131579,7.902676890680754,-0.14150341792113538,High per-90 output with below-median market value; profile suggests undervalued contribution for role cluster
5622.0,7,4.326923076923077,7.8315594385406975,-0.21789121920426527,High per-90 output with below-median market value; profile suggests undervalued contribution for role cluster
5639.0,7,4.125178998387097,7.720598819141229,-0.2721341113744779,High per-90 output with below-median market value; profile suggests undervalued contribution for role cluster
5227.0,7,3.6657303370786516,9.240153059040868,-0.8261708869688613,High per-90 output with below-median market value; profile suggests undervalued contribution for role cluster
6359.0,7,4.71774193548387,11.593260328104414,-0.9743656526889487,High per-90 output with below-median market value; profile suggests undervalued contribution for role cluster
